Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
TREB Total,284.6,"863,700",8.17%,272.3,"1,005,600",6.70%,284.6,"799,800",7.93%,296.8,"652,000",10.21%,295.2,"591,700",9.66%,2020,06
City of Toronto,293.6,"952,000",7.66%,273.9,"1,201,900",5.88%,291.0,"969,900",6.20%,300.2,"715,300",9.24%,302.1,"622,200",8.67%,2020,06
Toronto W01,275.9,"1,111,900",3.57%,268.3,"1,400,000",6.26%,283.7,"1,094,000",5.11%,284.4,"601,900",5.22%,276.0,"624,000",2.11%,2020,06
Toronto W02,327.4,"1,163,800",11.06%,300.5,"1,271,200",12.63%,343.4,"1,052,600",12.22%,368.5,"710,800",8.25%,332.2,"713,100",8.38%,2020,06
Toronto W03,311.1,"801,900",6.14%,314.2,"854,200",6.58%,304.1,"778,900",6.14%,254.7,"617,400",9.78%,314.1,"536,700",2.95%,2020,06
Toronto W04,310.7,"796,700",14.14%,276.0,"869,200",7.02%,269.7,"779,900",9.72%,258.6,"605,400",6.82%,363.9,"536,800",21.58%,2020,06
Toronto W05,273.1,"648,500",8.67%,271.6,"900,800",8.29%,246.0,"718,300",6.91%,270.7,"491,600",7.55%,301.8,"396,600",11.04%,2020,06
Toronto W06,248.0,"723,100",11.96%,298.9,"954,400",5.88%,241.5,"731,900",4.95%,317.6,"941,700",8.77%,217.3,"545,100",14.01%,2020,06
Toronto W07,252.7,"1,081,600",4.12%,267.8,"1,160,600",4.65%,232.9,"954,900",3.37%,219.2,"805,800",9.87%,174.0,"705,600",6.23%,2020,06
Toronto W08,247.9,"988,400",6.81%,225.2,"1,177,100",2.78%,224.9,"833,100",4.51%,296.3,"712,600",13.31%,260.7,"542,900",8.31%,2020,06
Toronto W09,278.4,"700,800",10.83%,250.6,"934,600",5.16%,214.7,"617,300",-0.23%,310.4,"807,600",7.93%,310.3,"397,900",19.62%,2020,06
Toronto W10,294.1,"667,900",9.90%,275.5,"826,500",7.28%,285.5,"730,600",9.55%,312.7,"562,900",9.99%,307.8,"427,500",12.09%,2020,06
Toronto C01,327.3,"808,600",5.89%,310.4,"1,175,600",-0.80%,300.2,"1,050,900",0.74%,305.4,"870,500",8.45%,329.7,"686,400",6.25%,2020,06
Toronto C02,279.1,"1,343,000",-0.21%,248.1,"1,982,300",4.42%,275.6,"1,445,400",0.88%,310.4,"1,560,800",5.76%,280.6,"799,400",-2.13%,2020,06
Toronto C03,323.2,"1,688,000",5.62%,297.3,"1,827,100",6.14%,311.3,"1,154,300",3.80%,-,-,-,372.1,"973,400",6.59%,2020,06
Toronto C04,255.2,"1,588,500",5.06%,254.2,"1,791,000",3.38%,261.1,"1,222,400",3.20%,-,-,-,250.1,"669,000",9.74%,2020,06
Toronto C06,301.9,"1,175,700",7.13%,261.6,"1,117,300",1.59%,223.8,"828,000",6.62%,268.3,"719,600",8.98%,337.6,"746,600",10.25%,2020,06
Toronto C07,279.4,"966,600",7.59%,290.7,"1,329,900",2.25%,205.8,"736,500",2.29%,268.9,"757,900",9.93%,276.3,"674,700",10.34%,2020,06
Toronto C08,300.3,"785,300",5.55%,306.8,"1,796,400",6.34%,296.3,"1,413,500",4.07%,303.0,"783,600",6.28%,300.2,"648,900",5.63%,2020,06
Toronto C09,194.6,"1,384,600",-0.31%,149.7,"1,880,500",5.20%,161.5,"1,314,100",4.19%,290.3,"1,714,500",5.83%,215.7,"714,600",-4.13%,2020,06
Toronto C10,299.4,"1,183,400",5.09%,265.6,"1,639,800",2.71%,254.0,"1,254,900",3.25%,279.9,"938,200",9.59%,315.5,"753,400",4.92%,2020,06
Toronto C11,305.4,"1,081,400",11.75%,225.1,"1,533,400",5.83%,260.7,"1,209,600",5.85%,240.4,"416,500",4.84%,364.8,"529,700",14.32%,2020,06
Toronto C12,233.5,"1,992,200",4.99%,208.2,"2,231,400",0.53%,281.8,"1,179,400",7.39%,212.0,"848,200",5.53%,300.5,"942,200",8.64%,2020,06
Toronto C13,282.7,"1,027,200",9.45%,257.4,"1,372,700",1.82%,230.9,"736,700",1.94%,255.9,"739,800",8.25%,308.9,"631,100",16.13%,2020,06
Toronto C14,288.6,"943,800",4.64%,271.9,"1,470,800",1.87%,214.5,"1,044,600",-0.97%,318.4,"857,500",7.60%,289.3,"728,500",4.86%,2020,06
Toronto C15,271.5,"881,100",9.56%,299.8,"1,407,600",5.68%,245.9,"799,500",5.95%,297.1,"711,100",7.33%,260.8,"606,400",11.98%,2020,06
Toronto E01,373.0,"1,161,600",6.45%,358.8,"1,266,100",6.09%,368.9,"1,163,600",5.46%,426.7,"780,400",6.07%,376.2,"824,000",9.84%,2020,06
Toronto E02,305.2,"1,143,000",4.95%,264.7,"1,205,900",5.12%,328.3,"1,099,400",7.11%,339.8,"978,700",4.01%,266.6,"728,900",-4.44%,2020,06
Toronto E03,295.3,"908,400",8.61%,302.1,"1,018,500",8.83%,284.0,"930,000",11.15%,-,-,-,279.2,"408,000",2.95%,2020,06
Toronto E04,302.0,"746,400",10.66%,271.9,"801,600",6.79%,289.3,"697,200",9.46%,274.7,"595,500",2.69%,364.1,"560,700",17.53%,2020,06
Toronto E05,278.1,"729,700",10.75%,267.2,"941,000",3.89%,257.7,"710,100",4.21%,285.6,"621,100",11.35%,286.4,"562,500",17.91%,2020,06
Toronto E06,284.2,"792,500",3.68%,289.8,"827,800",6.08%,291.9,"694,200",5.72%,-,-,-,254.1,"537,400",-6.85%,2020,06
Toronto E07,300.8,"737,300",12.62%,292.0,"957,100",8.23%,285.9,"747,500",10.17%,293.1,"635,000",10.44%,309.7,"530,400",15.78%,2020,06
Toronto E08,300.3,"724,700",8.06%,275.3,"858,100",5.72%,249.6,"647,100",8.38%,305.4,"623,300",7.50%,344.9,"550,200",11.76%,2020,06
Toronto E09,291.3,"696,400",10.89%,270.8,"768,900",6.07%,264.4,"646,600",7.70%,340.6,"633,000",15.61%,305.0,"572,100",14.58%,2020,06
Toronto E10,299.7,"839,900",12.71%,274.4,"879,200",8.42%,280.8,"728,100",13.00%,385.6,"673,200",21.56%,303.9,"490,300",14.94%,2020,06
Toronto E11,308.6,"675,000",13.46%,292.6,"813,800",5.98%,294.9,"668,000",6.96%,250.0,"490,600",14.26%,381.2,"568,900",24.58%,2020,06
