Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
TREB Total,286.8,"870,100",10.22%,274.6,"1,013,900",8.49%,286.6,"805,800",9.60%,293.6,"648,200",10.79%,300.0,"598,700",13.21%,2020,04
City of Toronto,297.5,"964,600",10.43%,278.3,"1,221,200",7.95%,295.7,"985,700",8.24%,289.8,"689,900",8.01%,307.6,"631,800",12.51%,2020,04
Toronto W01,273.6,"1,102,700",2.93%,258.4,"1,348,300",2.09%,280.5,"1,081,600",3.39%,276.8,"585,800",3.75%,277.8,"628,100",3.27%,2020,04
Toronto W02,311.8,"1,109,600",8.08%,300.6,"1,271,600",11.21%,334.6,"1,025,600",8.39%,285.6,"673,000",0.07%,319.7,"686,300",7.03%,2020,04
Toronto W03,317.5,"817,200",6.90%,321.7,"874,500",8.79%,311.5,"797,900",5.66%,278.6,"568,300",0.83%,311.7,"532,600",4.91%,2020,04
Toronto W04,290.6,"744,000",9.54%,279.7,"880,900",7.62%,268.5,"776,400",6.08%,252.8,"597,400",6.89%,310.1,"454,200",11.63%,2020,04
Toronto W05,275.9,"654,900",9.27%,276.2,"916,000",8.44%,252.7,"737,900",8.18%,259.4,"471,000",4.60%,308.5,"405,400",13.46%,2020,04
Toronto W06,252.1,"738,300",15.22%,306.1,"977,400",10.39%,256.3,"776,700",15.09%,313.5,"932,400",5.95%,221.7,"561,700",17.30%,2020,04
Toronto W07,261.1,"1,119,300",9.38%,274.6,"1,190,200",8.49%,248.4,"1,018,500",12.65%,-,-,-,179.0,"725,800",14.89%,2020,04
Toronto W08,249.8,"995,900",9.75%,229.8,"1,201,200",6.00%,237.0,"878,000",13.07%,284.0,"683,100",10.94%,262.1,"545,800",11.72%,2020,04
Toronto W09,274.7,"691,500",10.86%,255.8,"953,900",9.18%,218.5,"628,300",4.10%,302.7,"787,600",6.06%,294.4,"377,500",14.42%,2020,04
Toronto W10,296.8,"683,600",16.58%,282.8,"848,400",10.95%,291.1,"745,000",12.74%,249.6,"531,600",11.23%,317.9,"441,600",22.08%,2020,04
Toronto C01,340.5,"841,300",11.82%,327.7,"1,241,000",5.00%,317.2,"1,110,400",6.98%,302.4,"862,700",5.81%,343.3,"714,700",12.56%,2020,04
