Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
TREB Total,319.4,"969,600",14.81%,323.9,"1,196,700",21.22%,334.4,"939,500",19.90%,325.7,"715,500",14.48%,293.2,"587,700",1.38%,2021,02
City of Toronto,305.6,"990,900",6.04%,310.5,"1,362,500",15.00%,323.1,"1,076,900",12.77%,311.5,"742,300",9.64%,296.0,"609,700",-0.40%,2021,02
Toronto W01,284.8,"1,147,700",6.87%,289.0,"1,508,100",13.96%,306.6,"1,182,300",12.39%,287.1,"607,700",6.69%,277.4,"627,200",2.78%,2021,02
Toronto W02,343.7,"1,221,700",11.48%,328.8,"1,390,900",14.41%,372.9,"1,143,000",16.86%,369.3,"712,400",7.17%,322.6,"692,500",2.45%,2021,02
Toronto W03,353.5,"911,100",14.77%,362.4,"985,300",16.15%,356.2,"912,300",17.56%,265.1,"642,600",9.91%,319.2,"545,400",3.57%,2021,02
Toronto W04,328.0,"841,000",12.83%,313.2,"986,400",15.23%,301.0,"870,400",16.17%,267.3,"625,800",8.22%,358.3,"528,600",10.38%,2021,02
Toronto W05,296.4,"703,800",10.85%,302.7,"1,003,900",12.95%,280.1,"817,800",13.72%,287.6,"522,200",13.18%,312.8,"411,000",5.68%,2021,02
Toronto W06,263.1,"767,200",10.13%,345.8,"1,104,100",18.06%,282.9,"857,300",14.16%,327.4,"970,800",10.05%,216.2,"542,300",3.40%,2021,02
Toronto W07,286.3,"1,225,400",14.38%,306.3,"1,327,500",16.07%,270.3,"1,108,200",11.88%,251.7,"925,200",14.57%,168.8,"684,500",-0.47%,2021,02
Toronto W08,261.6,"1,043,000",8.05%,263.0,"1,374,700",17.04%,261.9,"970,200",13.87%,315.1,"757,900",17.79%,255.2,"531,400",0.75%,2021,02
Toronto W09,296.7,"746,900",12.17%,296.4,"1,105,400",17.57%,252.9,"727,100",13.56%,315.2,"820,100",8.61%,296.0,"379,600",7.36%,2021,02
Toronto W10,327.4,"743,500",12.62%,322.5,"967,500",17.10%,318.9,"816,000",12.96%,378.5,"681,400",24.38%,324.1,"450,200",7.18%,2021,02
Toronto C01,317.4,"784,200",-4.88%,335.5,"1,270,600",1.54%,324.5,"1,135,900",2.98%,309.3,"881,600",5.96%,316.0,"657,900",-6.04%,2021,02
Toronto C02,296.8,"1,428,200",3.45%,275.2,"2,198,800",9.82%,303.0,"1,589,100",5.98%,299.1,"1,504,000",0.03%,293.4,"835,900",1.03%,2021,02
Toronto C03,356.5,"1,861,900",12.96%,335.6,"2,062,400",13.57%,360.7,"1,337,500",15.13%,-,-,-,384.4,"1,005,500",10.33%,2021,02
Toronto C04,276.3,"1,719,900",10.74%,280.0,"1,972,800",10.80%,283.2,"1,325,900",8.71%,-,-,-,256.2,"685,300",10.29%,2021,02
Toronto C06,302.7,"1,178,800",1.85%,301.9,"1,289,400",12.48%,264.8,"979,700",16.65%,284.6,"763,300",9.67%,306.5,"677,800",-5.43%,2021,02
Toronto C07,287.3,"993,900",4.93%,327.3,"1,497,300",11.97%,231.1,"827,000",11.53%,287.4,"810,100",10.45%,265.4,"648,100",-0.79%,2021,02
Toronto C08,285.2,"745,800",-5.44%,304.8,"1,784,700",3.64%,316.9,"1,511,800",10.92%,307.3,"794,700",3.33%,282.1,"609,800",-6.81%,2021,02
Toronto C09,201.5,"1,433,700",3.97%,154.4,"1,939,600",5.75%,165.0,"1,342,600",3.19%,278.2,"1,643,000",1.24%,227.6,"754,000",3.17%,2021,02
Toronto C10,300.5,"1,187,800",2.18%,295.6,"1,825,000",8.64%,287.9,"1,422,400",10.65%,272.5,"913,400",1.91%,305.6,"729,800",-0.59%,2021,02
Toronto C11,300.6,"1,064,400",5.47%,229.8,"1,565,400",6.05%,265.4,"1,231,500",5.11%,267.9,"464,100",13.04%,353.0,"512,600",4.97%,2021,02
