Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
TREB Total,305.6,"927,700",11.94%,307.1,"1,134,600",16.64%,316.3,"888,600",15.61%,315.0,"692,000",12.86%,287.1,"575,500",1.70%,2021,01
City of Toronto,296.4,"961,100",4.99%,296.5,"1,301,000",11.84%,308.6,"1,028,600",9.59%,307.7,"733,200",9.31%,290.1,"597,500",-,2021,01
Toronto W01,278.8,"1,123,500",5.53%,269.3,"1,405,300",7.89%,287.8,"1,109,800",7.47%,280.4,"593,500",3.13%,280.3,"633,700",4.59%,2021,01
Toronto W02,331.7,"1,179,000",9.29%,312.3,"1,321,100",10.20%,351.8,"1,078,300",11.97%,366.9,"707,700",6.78%,323.8,"695,100",5.54%,2021,01
Toronto W03,337.7,"870,400",12.01%,343.8,"934,700",12.91%,337.9,"865,500",13.69%,263.6,"638,900",10.34%,314.6,"537,500",3.69%,2021,01
Toronto W04,316.8,"812,300",11.67%,297.4,"936,600",12.69%,287.0,"829,900",12.42%,261.2,"611,500",4.86%,351.1,"517,900",11.04%,2021,01
Toronto W05,289.3,"687,000",9.09%,289.0,"958,500",9.35%,267.1,"779,900",10.37%,289.2,"525,200",14.31%,310.5,"408,000",5.08%,2021,01
Toronto W06,256.3,"747,300",9.16%,330.7,"1,055,900",16.12%,266.5,"807,600",12.02%,319.3,"946,800",8.75%,213.7,"536,000",2.99%,2021,01
Toronto W07,275.3,"1,178,300",13.57%,294.5,"1,276,400",14.81%,255.1,"1,045,900",10.82%,230.3,"846,600",18.90%,167.4,"678,800",-0.48%,2021,01
Toronto W08,252.7,"1,007,500",6.09%,251.4,"1,314,100",14.27%,245.7,"910,200",9.39%,312.3,"751,100",17.45%,247.9,"516,200",-0.84%,2021,01
Toronto W09,287.7,"724,200",10.78%,283.0,"1,055,400",15.51%,239.0,"687,200",10.09%,304.3,"791,700",3.75%,294.0,"377,000",8.57%,2021,01
Toronto W10,312.8,"710,400",12.36%,302.1,"906,300",12.89%,306.9,"785,300",10.99%,359.4,"647,000",25.62%,315.0,"437,500",9.83%,2021,01
Toronto C01,309.7,"765,100",-4.47%,323.0,"1,223,300",0.87%,314.3,"1,100,200",3.46%,304.5,"867,900",6.39%,308.4,"642,100",-5.63%,2021,01
