Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
TREB Total,331.9,"1,007,600",16.54%,337.5,"1,246,900",23.58%,348.3,"978,500",21.91%,338.1,"742,800",16.51%,303.1,"607,500",2.09%
City of Toronto,317.4,"1,029,200",7.45%,325.0,"1,426,100",17.84%,339.8,"1,132,600",15.74%,317.4,"756,300",9.71%,306.0,"630,300",0.13%
Toronto W01,299.6,"1,207,400",10.55%,307.2,"1,603,000",18.75%,326.0,"1,257,100",18.33%,290.2,"614,200",5.57%,291.7,"659,500",6.34%
Toronto W02,357.2,"1,269,700",13.50%,347.4,"1,469,500",18.73%,387.3,"1,187,200",18.77%,374.9,"723,200",4.55%,334.4,"717,800",5.03%
Toronto W03,370.9,"956,000",18.80%,382.4,"1,039,600",20.82%,373.0,"955,400",21.34%,266.0,"644,800",5.06%,328.9,"562,000",6.58%
Toronto W04,334.0,"856,400",12.31%,328.3,"1,033,900",19.38%,316.1,"914,100",18.70%,269.4,"630,700",6.78%,353.8,"521,900",5.68%
Toronto W05,311.7,"740,200",14.05%,318.8,"1,057,300",16.31%,293.1,"855,800",16.82%,295.1,"535,900",14.91%,335.4,"440,700",10.00%
Toronto W06,272.1,"793,400",10.34%,361.6,"1,154,600",19.77%,290.8,"881,300",13.51%,324.7,"962,800",6.49%,224.6,"563,400",3.89%
Toronto W07,299.4,"1,281,400",17.14%,321.8,"1,394,700",19.67%,277.5,"1,137,800",12.03%,249.7,"917,900",8.94%,177.3,"719,000",1.90%
Toronto W08,270.8,"1,079,700",8.67%,273.0,"1,427,000",18.13%,271.8,"1,006,800",14.30%,314.1,"755,400",14.34%,265.0,"551,800",1.61%
Toronto W09,303.5,"764,000",11.09%,302.1,"1,126,700",15.70%,267.6,"769,400",17.83%,316.8,"824,300",6.77%,304.8,"390,800",6.69%
